,id,name,county,state_code,state,zip_codes,type,population,median_income
960,11757,Andover,Butler County / Sedgwick County,KS,Kansas,67002 / 67133,City,12980,83608
10093,30723,Defiance,Defiance County,OH,Ohio,43512,Township,12980,46285
17304,26985,Harrison,Gloucester County,NJ,New Jersey,08028 / 08062 / 08074,Township,12982,127975
30639,4108,Oxford,New Haven County,CT,Connecticut,6478,Town,12984,97296
12425,28638,Endicott,Broome County,NY,New York,13760,Village,12992,32726
29220,4864,North Palm Beach,Palm Beach County,FL,Florida,33403 / 33408 / 33410,Village,12993,63911
34620,17801,Rochester,Oakland County,MI,Michigan,48306 / 48307 / 48308 / 48309,City,13017,75043
20749,4695,Key Biscayne,Miami-Dade County,FL,Florida,33149,Village,13019,121434
13515,8087,Flagg,Ogle County,IL,Illinois,61068,Township,13041,46673
28726,23421,Newton,Catawba County,NC,North Carolina,28613 / 28658,City,13042,29928
26093,4815,Middleburg,Clay County,FL,Florida,32050 / 32068,CDP,13042,48430
21812,42639,Lakeland South,King County,WA,Washington,98001 / 98003,CDP,13047,71792
6018,30510,Canton,Stark County,OH,Ohio,44626 / 44704 / 44705 / 44706 / 44707 / 44708 / 44710 / 44730,Township,13048,48170
25888,27121,Mercerville,Mercer County,NJ,New Jersey,08619 / 08690,CDP,13048,80604
4108,10134,Boon,Warrick County,IN,Indiana,47601 / 47610 / 47630,Township,13052,54185
1695,10079,Auburn,DeKalb County,IN,Indiana,46706 / 46738,City,13052,44889
34284,27279,Ridgefield Park,Bergen County,NJ,New Jersey,7660,Village,13059,63841
9334,14272,Crowley,Acadia Parish,LA,Louisiana,70526 / 70527,City,13060,25607
29002,14953,North Adams,Berkshire County,MA,Massachusetts,1247,City,13064,38490
8127,34336,Coatesville,Chester County,PA,Pennsylvania,19320,City,13064,34716
13695,8101,Fondulac,Tazewell County,IL,Illinois,61571 / 61610 / 61611,Township,13067,53452
1421,42376,Artondale,Pierce County,WA,Washington,98335,CDP,13089,88539
14566,21326,Fulton,Callaway County,MO,Missouri,65251,City,13103,41451
9617,5369,Dallas,Paulding County,GA,Georgia,30132 / 30157,City,13108,49417
11324,37152,East Greenwich,Kent County,RI,Rhode Island,2818,Town,13111,87292
37882,26214,South Sioux City,Dakota County,NE,Nebraska,68731 / 68776,City,13120,44784
11877,2367,El Sobrante,Contra Costa County,CA,California,94803,CDP,13122,61538
8373,34353,Colonial Park,Dauphin County,PA,Pennsylvania,17109 / 17112,CDP,13124,50669
41369,32444,University Heights,Cuyahoga County,OH,Ohio,44118 / 44121,City,13126,60313
29696,27194,Oakland,Bergen County,NJ,New Jersey,7436,Borough,13130,109258
39110,44719,Stoughton,Dane County,WI,Wisconsin,53589,City,13134,59657
4727,41469,Broadlands,Loudoun County,VA,Virginia,20147 / 20148,CDP,13138,169167
1814,7346,Aux Sable,Grundy County,IL,Illinois,60410 / 60447 / 60450 / 60481,Township,13141,78110
39187,9682,Streator,LaSalle County / Livingston County,IL,Illinois,61364,City,13148,39935
36194,29753,Schodack,Rensselaer County,NY,New York,12018 / 12033 / 12061 / 12063 / 12123 / 12144 / 12156 / 12184,Town,13151,78573
39549,3862,Superior,Boulder County / Jefferson County,CO,Colorado,80007 / 80027,Town,13155,115846
38205,23575,Spring Lake,Cumberland County,NC,North Carolina,28307 / 28308 / 28390,Town,13168,36964
30077,31812,Olmsted,Cuyahoga County,OH,Ohio,44017 / 44138,Township,13168,67766
17258,1156,Harrison,Boone County,AR,Arkansas,72601 / 72602,City,13170,32323
2820,14207,Belle Chasse,Plaquemines Parish,LA,Louisiana,70037 / 70093,CDP,13171,56695
2853,30320,Bellefontaine,Logan County,OH,Ohio,43311,City,13172,42204
43300,36913,Weigelstown,York County,PA,Pennsylvania,17315 / 17408,CDP,13174,54127
11020,34539,Dunmore,Lackawanna County,PA,Pennsylvania,18444 / 18505 / 18509 / 18510 / 18512 / 18522,Borough,13187,49275
37487,42864,Snoqualmie,King County,WA,Washington,98024 / 98045 / 98065,City,13190,124264
30245,37458,Orangeburg,Orangeburg County,SC,South Carolina,29115 / 29116 / 29117 / 29118,City,13196,30552
1906,4331,Azalea Park,Orange County,FL,Florida,32807 / 32822,CDP,13203,36446
35968,40752,Santa Fe,Galveston County,TX,Texas,77510 / 77511 / 77517 / 77539,City,13205,61674
18381,4632,Hobe Sound,Martin County,FL,Florida,33455 / 33475,CDP,13205,42750
23891,35444,Lower Moreland,Montgomery County,PA,Pennsylvania,19006 / 19046,Township,13213,105870
27604,8931,Mount Vernon,Jefferson County,IL,Illinois,62864,Township,13216,36656
37523,39261,Soddy-Daisy,Hamilton County,TN,Tennessee,37343 / 37379 / 37384,City,13217,42861
16401,4011,Greenwich,Fairfield County,CT,Connecticut,06830 / 06831 / 06832,CDP,13221,83824
2169,13653,Bardstown,Nelson County,KY,Kentucky,40004 / 40048,City,13227,35825
21257,33630,La Grande,Union County,OR,Oregon,97850,City,13229,39135
42647,32508,Warrensville Heights,Cuyahoga County,OH,Ohio,44122 / 44128 / 44146,City,13236,35181
23111,2694,Lindsay,Tulare County,CA,California,93247,City,13245,30789
42654,9868,Warrenville,DuPage County,IL,Illinois,60185 / 60555 / 60563,City,13246,75517
2736,39438,Beeville,Bee County,TX,Texas,78102 / 78104,City,13250,38750
14108,34806,Franconia,Montgomery County,PA,Pennsylvania,18918 / 18924 / 18964 / 18969 / 19438,Township,13263,81510
21590,42634,Lake Forest Park,King County,WA,Washington,98155,City,13266,92516
23560,3716,Lone Tree,Douglas County,CO,Colorado,80112 / 80124 / 80134,City,13271,110150
38511,29888,St. James,Suffolk County,NY,New York,11755 / 11780 / 11787,CDP,13274,93034
14002,30866,Fostoria,Hancock County / Seneca County / Wood County,OH,Ohio,44830,City,13279,33485
26087,39151,Middle Valley,Hamilton County,TN,Tennessee,37343,CDP,13282,59122
20670,29013,Kent,Putnam County,NY,New York,10512 / 12531 / 12533 / 12582,Town,13283,88877
22124,27679,Las Vegas,San Miguel County,NM,New Mexico,87701,City,13285,23904
25722,14909,Medway,Norfolk County,MA,Massachusetts,2053,Town,13308,110241
41662,29991,Van Buren,Onondaga County,NY,New York,13027 / 13112 / 13164 / 13209,Town,13318,54622
41511,20655,Vadnais Heights,Ramsey County,MN,Minnesota,55109 / 55110 / 55117 / 55126 / 55127,City,13321,71518
45241,5208,World Golf Village,St. Johns County,FL,Florida,32092 / 32095,CDP,13326,81389
9753,21189,Dardenne Prairie,St. Charles County,MO,Missouri,63367 / 63368,City,13329,118341
20733,15457,Kettering,Prince George's County,MD,Maryland,20774,CDP,13331,89121
2682,10101,Bedford,Lawrence County,IN,Indiana,47421,City,13341,37706
28526,19937,New Ulm,Brown County,MN,Minnesota,56073,City,13342,50254
4395,18478,Brainerd,Crow Wing County,MN,Minnesota,56401 / 56425,City,13349,30975
4400,41463,Brambleton,Loudoun County,VA,Virginia,20107 / 20148,CDP,13357,167378
35792,3139,San Marino,Los Angeles County,CA,California,91106 / 91108 / 91125 / 91126,City,13365,133676
37049,44626,Shorewood,Milwaukee County,WI,Wisconsin,53211,Village,13368,64488
28631,8984,Newell,Vermilion County,IL,Illinois,61811 / 61814 / 61832 / 61834,Township,13371,48930
37837,36485,South Park,Allegheny County,PA,Pennsylvania,15129 / 15236,Township,13379,67796
43865,9912,Western Springs,Cook County,IL,Illinois,60558,Village,13391,141607
34462,9370,Riverdale,Cook County,IL,Illinois,60406 / 60827,Village,13398,32301
18643,4643,Homosassa Springs,Citrus County,FL,Florida,34429 / 34446 / 34447 / 34448 / 34461,CDP,13403,29409
13372,42543,Ferndale,Whatcom County,WA,Washington,98226 / 98248,City,13403,51875
17862,39972,Henderson,Rusk County,TX,Texas,75652 / 75653 / 75654,City,13416,42232
31345,26605,Pelham,Hillsborough County,NH,New Hampshire,3076,Town,13425,90077
4497,30414,Brecksville,Cuyahoga County,OH,Ohio,44141 / 44147,City,13425,100589
42656,5150,Warrington,Escambia County,FL,Florida,32506 / 32507 / 32508,CDP,13428,36026
7009,14722,Charlton,Worcester County,MA,Massachusetts,01507 / 01508 / 01509,Town,13438,87294
7265,10259,Chesterton,Porter County,IN,Indiana,46304 / 46385,Town,13441,71892
25128,41742,Martinsville,Martinsville city,VA,Virginia,24112 / 24113 / 24114 / 24115,City,13445,29587
20116,28996,Jericho,Nassau County,NY,New York,11590 / 11753 / 11801 / 11853,CDP,13445,140242
2578,37220,Beaufort,Beaufort County,SC,South Carolina,29901 / 29902 / 29903 / 29904 / 29905 / 29906 / 29907 / 29935 / 29940 / 29941,City,13445,42630
30837,4912,Palmetto,Manatee County,FL,Florida,34220 / 34221,City,13446,36990
37532,3214,Solana Beach,San Diego County,CA,California,92014 / 92075,City,13449,96902
1633,4324,Atlantic Beach,Duval County,FL,Florida,32233,City,13452,70786
39978,45370,Teays Valley,Putnam County,WV,West Virginia,25177 / 25526 / 25560,CDP,13461,70419
40217,5107,Thonotosassa,Hillsborough County,FL,Florida,33527 / 33584 / 33592,CDP,13461,41739
14538,4560,Fruitville,Sarasota County,FL,Florida,34232 / 34235 / 34240,CDP,13462,59133
16576,5469,Grovetown,Columbia County,GA,Georgia,30813,City,13463,55060
26818,5598,Monroe,Walton County,GA,Georgia,30655 / 30656,City,13478,33097
15384,32979,Glenpool,Tulsa County,OK,Oklahoma,74008 / 74033 / 74037 / 74047,City,13479,59444
21269,8549,La Grange Park,Cook County,IL,Illinois,60526,Village,13483,75116
26044,33147,Miami,Ottawa County,OK,Oklahoma,74339 / 74354 / 74355 / 74358,City,13484,34387
5667,429,Calera,Chilton County / Shelby County,AL,Alabama,35040 / 35051 / 35115,City,13489,62893
37839,36486,South Park Township,Allegheny County,PA,Pennsylvania,15129 / 15236,CDP,13492,67796
39644,9707,Swansea,St. Clair County,IL,Illinois,62208 / 62220 / 62221 / 62222 / 62223 / 62226,Village,13500,68078
12447,30812,Englewood,Montgomery County,OH,Ohio,45315 / 45322 / 45415,City,13502,55486
38710,3243,Stanford,Santa Clara County,CA,California,94305 / 94309,CDP,13506,49375
18834,1183,Hot Springs Village,Garland County / Saline County,AR,Arkansas,71901 / 71909 / 71910 / 71949 / 72087,CDP,13510,54936
22352,26535,Lebanon,Grafton County,NH,New Hampshire,03755 / 03756 / 03766 / 03784,City,13513,53004
41881,27404,Verona,Essex County,NJ,New Jersey,7044,Township,13519,101528
38497,33766,St. Helens,Columbia County,OR,Oregon,97051 / 97053,City,13526,45225
23375,40228,Lockhart,Caldwell County,TX,Texas,78644,City,13527,48884
17561,15426,Havre de Grace,Harford County,MD,Maryland,21078,City,13527,67813
21277,40131,La Homa,Hidalgo County,TX,Texas,78573 / 78574,CDP,13535,28197
3147,26745,Berkeley Heights,Union County,NJ,New Jersey,07901 / 07922 / 07974,Township,13541,139152
19461,4667,Iona,Lee County,FL,Florida,33908,CDP,13549,52134
34242,9351,Richton Park,Cook County,IL,Illinois,60443 / 60471,Village,13557,53132
26356,14920,Millbury,Worcester County,MA,Massachusetts,01527 / 01586 / 01604 / 01607,Town,13561,71151
27379,22444,Moss Point,Jackson County,MS,Mississippi,39562 / 39563,City,13570,34831
4416,41465,Brandermill,Chesterfield County,VA,Virginia,23112,CDP,13570,75435
984,39370,Andrews,Andrews County,TX,Texas,79714,City,13574,71182
2809,4351,Bellair-Meadowbrook Terrace,Clay County,FL,Florida,32073,CDP,13578,44037
15378,15411,Glenn Dale,Prince George's County,MD,Maryland,20706 / 20720 / 20769,CDP,13584,114866
4867,4236,Brookside,New Castle County,DE,Delaware,19713,CDP,13585,59392
30883,2948,Palos Verdes Estates,Los Angeles County,CA,California,90274,City,13586,174500
24099,31415,Lyndhurst,Cuyahoga County,OH,Ohio,44122 / 44124,City,13605,64569
43067,44879,Waunakee,Dane County,WI,Wisconsin,53597,Village,13607,90581
29762,33696,Oatfield,Clackamas County,OR,Oregon,97015 / 97027 / 97222 / 97267,CDP,13618,69744
29194,19973,North Mankato,Blue Earth County / Nicollet County,MN,Minnesota,56003,City,13619,55440
18390,4263,Hockessin,New Castle County,DE,Delaware,19707 / 19736 / 19807 / 19808,CDP,13620,121680
1992,14188,Baker,East Baton Rouge Parish,LA,Louisiana,70704 / 70714 / 70807 / 70811,City,13628,37727
33152,27264,Princeton Meadows,Middlesex County,NJ,New Jersey,08512 / 08536,CDP,13631,86068
29807,17601,Oceola,Livingston County,MI,Michigan,48430 / 48843 / 48855 / 48863,Township,13631,83750
35065,27300,Roselle Park,Union County,NJ,New Jersey,7204,Borough,13638,63021
16570,2492,Grover Beach,San Luis Obispo County,CA,California,93433 / 93445 / 93483,City,13641,54228
6004,22277,Canton,Madison County,MS,Mississippi,39046 / 39110,City,13643,39910
10366,4487,Destin,Okaloosa County,FL,Florida,32540 / 32541,City,13654,66148
36363,40769,Seabrook,Chambers County / Galveston County / Harris County,TX,Texas,77565 / 77586,City,13656,82047
22582,17308,Leoni,Jackson County,MI,Michigan,49201 / 49202 / 49203 / 49240 / 49254 / 49259,Township,13663,44127
3361,30362,Bexley,Franklin County,OH,Ohio,43209,City,13669,100121
15740,21359,Grain Valley,Jackson County,MO,Missouri,64014 / 64029 / 64075,City,13684,56009
6208,2149,Carpinteria,Santa Barbara County,CA,California,93013 / 93014,City,13684,71174
1207,28115,Arcadia,Wayne County,NY,New York,14489 / 14505 / 14513 / 14551,Town,13686,38168
32459,36088,Plumstead,Bucks County,PA,Pennsylvania,18902 / 18913 / 18923 / 18926 / 18938 / 18947 / 18949 / 18950,Township,13687,95893
32051,23460,Piney Green,Onslow County,NC,North Carolina,28544 / 28546,CDP,13701,41426
36079,17856,Sault Ste. Marie,Chippewa County,MI,Michigan,49783,City,13704,32061
5689,2113,California City,Kern County,CA,California,93501 / 93504 / 93505,City,13707,54245
22700,23327,Lewisville,Forsyth County,NC,North Carolina,27012 / 27023 / 27040,Town,13710,73013
23259,8649,Little Rock,Kendall County,IL,Illinois,60536 / 60545 / 60548,Township,13724,56125
17213,17086,Harper Woods,Wayne County,MI,Michigan,48225,City,13730,48820
32920,36135,Pottsville,Schuylkill County,PA,Pennsylvania,17901 / 17951,City,13738,37581
33928,40645,Rendon,Tarrant County,TX,Texas,76028 / 76063 / 76140,CDP,13743,77196
1585,38914,Athens,McMinn County,TN,Tennessee,37303 / 37371 / 37826,City,13748,30167
44268,37033,Whitehall,Allegheny County,PA,Pennsylvania,15227 / 15234 / 15236,Borough,13749,58523
44964,18173,Wixom,Oakland County,MI,Michigan,48381 / 48393,City,13758,46420
43048,9884,Wauconda,Lake County,IL,Illinois,60030 / 60084,Village,13758,74646
25568,39145,McMinnville,Warren County,TN,Tennessee,37110 / 37111,City,13761,28971
36701,32195,Sharonville,Butler County / Hamilton County,OH,Ohio,45241 / 45246 / 45249,City,13761,50584
13899,42553,Fort Lewis,Pierce County,WA,Washington,98433 / 98439 / 98492 / 98580,CDP,13776,44097
28151,35752,Nether Providence,Delaware County,PA,Pennsylvania,19063 / 19065 / 19086 / 19091,Township,13779,102729
37949,23560,Southern Pines,Moore County,NC,North Carolina,28315 / 28327 / 28374 / 28387 / 28388,Town,13782,46377
14762,556,Gardendale,Jefferson County,AL,Alabama,35071 / 35116 / 35117 / 35119 / 35181 / 35215 / 35217,City,13783,56132
31361,766,Pell City,St. Clair County,AL,Alabama,35054 / 35125 / 35128 / 35135,City,13794,41944
28653,41791,Newington,Fairfax County,VA,Virginia,22079 / 22122 / 22150 / 22153 / 22315,CDP,13804,131429
26125,27126,Middlesex,Middlesex County,NJ,New Jersey,8846,Borough,13812,79327
45017,9988,Wood Dale,DuPage County,IL,Illinois,60143 / 60191,City,13813,62964
27466,4832,Mount Dora,Lake County,FL,Florida,32736 / 32756 / 32757 / 32778,City,13818,47813
43127,15132,Wayland,Middlesex County,MA,Massachusetts,1778,Town,13827,145266
18079,39979,Hidalgo,Hidalgo County,TX,Texas,78557,City,13831,40302
27807,726,Muscle Shoals,Colbert County,AL,Alabama,35646 / 35660 / 35661 / 35662 / 35674,City,13831,48896
34450,14546,River Ridge,Jefferson Parish,LA,Louisiana,70123,CDP,13835,62362
17868,23250,Hendersonville,Henderson County,NC,North Carolina,28731 / 28739 / 28791 / 28792 / 28793,City,13840,33937
27629,7142,Mountain Home,Elmore County,ID,Idaho,83647,City,13840,46739
22643,40206,Levelland,Hockley County,TX,Texas,79336 / 79338,City,13844,48802
12007,39018,Elizabethton,Carter County,TN,Tennessee,37601 / 37643 / 37644 / 37682,City,13854,30217
13909,1615,Fort Mohave,Mohave County,AZ,Arizona,86426 / 86427 / 86440 / 86442,CDP,13862,42418
26709,21706,Moberly,Randolph County,MO,Missouri,65270,City,13863,31750
4084,2069,Bonita,San Diego County,CA,California,91902 / 91910 / 92139,CDP,13864,84526
20910,41691,Kings Park West,Fairfax County,VA,Virginia,22032,CDP,13864,137297
20883,2602,King City,Monterey County,CA,California,93930,City,13869,40238
26010,27123,Metuchen,Middlesex County,NJ,New Jersey,8840,Borough,13871,112971
25267,31502,Maumee,Lucas County,OH,Ohio,43537 / 43566,City,13874,59529
39465,1843,Sun Lakes,Maricopa County,AZ,Arizona,85248,CDP,13885,51384
17679,8331,Hazel Crest,Cook County,IL,Illinois,60429 / 60430,Village,13892,52134
624,43006,Allouez,Brown County,WI,Wisconsin,54301 / 54307,Village,13896,66309
4369,26767,Bradley Gardens,Somerset County,NJ,New Jersey,8807,CDP,13902,115789
6927,27546,Chaparral,DoÃÂ±a Ana County / Otero County,NM,New Mexico,88081,CDP,13905,25185
30208,4106,Orange,New Haven County,CT,Connecticut,6477,Town,13912,107047
39626,15096,Swampscott,Essex County,MA,Massachusetts,1907,CDP,13912,98612
41506,15115,Uxbridge,Worcester County,MA,Massachusetts,01516 / 01525 / 01538 / 01569 / 01588,Town,13913,89703
2500,7384,Beach Park,Lake County,IL,Illinois,60083 / 60087 / 60099,Village,13913,68811
43579,27440,West Freehold,Monmouth County,NJ,New Jersey,7728,CDP,13922,101008
689,16317,Alpine,Kent County,MI,Michigan,49321 / 49345 / 49403 / 49544,Township,13924,43132
30045,2922,Olivehurst,Yuba County,CA,California,95901 / 95961,CDP,13928,44065
39073,29896,Stony Brook,Suffolk County,NY,New York,11733 / 11780 / 11790 / 11794,CDP,13936,132839
15539,4581,Gonzalez,Escambia County,FL,Florida,32533 / 32534 / 32560,CDP,13936,66283
31304,31874,Pease,Belmont County,OH,Ohio,43906 / 43909 / 43912 / 43934 / 43935 / 43950 / 43971,Township,13936,33595
33691,15019,Raynham,Bristol County,MA,Massachusetts,02767 / 02768,Town,13942,82995
36002,827,Saraland,Mobile County,AL,Alabama,36505 / 36521 / 36525 / 36571 / 36613,City,13942,52621
32742,42798,Port Orchard,Kitsap County,WA,Washington,98314 / 98366 / 98367,City,13945,62587
12058,42521,Elk Plain,Pierce County,WA,Washington,98338 / 98387,CDP,13947,64769
7153,26811,Cherry Hill Mall,Camden County,NJ,New Jersey,08002 / 08034,CDP,13950,86250
24097,42671,Lynden,Whatcom County,WA,Washington,98247 / 98264,City,13952,58604
9253,3968,Cromwell,Middlesex County,CT,Connecticut,6416,Town,13960,82081
23317,2704,Livingston,Merced County,CA,California,95334,City,13961,51538
1690,1996,Auburn,Placer County,CA,California,95602 / 95603 / 95604,City,13963,53984
11496,42514,East Wenatchee,Douglas County,WA,Washington,98802,City,13968,53206
44261,44932,Whitefish Bay,Milwaukee County,WI,Wisconsin,53211 / 53217,Village,13972,102933
14038,39848,Four Corners,Fort Bend County,TX,Texas,77083 / 77498,CDP,13973,69342
33894,23489,Reidsville,Rockingham County,NC,North Carolina,27320 / 27321 / 27322 / 27323,City,13977,35617
9040,5358,Covington,Newton County,GA,Georgia,30014 / 30015 / 30016 / 30054,City,13977,36678
13779,8107,Forest Park,Cook County,IL,Illinois,60130 / 60153 / 60546 / 60682,Village,13982,51927
28252,29325,New Cassel,Nassau County,NY,New York,11590 / 11801,CDP,13988,73702
38882,3852,Sterling,Logan County,CO,Colorado,80751,City,13988,35732
11358,28583,East Islip,Suffolk County,NY,New York,11730 / 11752,CDP,13989,115432
30094,4886,Olympia Heights,Miami-Dade County,FL,Florida,33143 / 33155 / 33165,CDP,13991,59668
18068,8354,Hickory Hills,Cook County,IL,Illinois,60457 / 60458,City,13992,58709
19924,637,Jasper,Walker County,AL,Alabama,35501 / 35502 / 35503 / 35504,City,14003,39695
28295,4070,New Fairfield,Fairfield County,CT,Connecticut,6812,Town,14005,101273
31820,38485,Pierre,Hughes County,SD,South Dakota,57501,City,14008,53201
8324,26830,Collingswood,Camden County,NJ,New Jersey,08107 / 08108,Borough,14010,60777
29013,2887,North Auburn,Placer County,CA,California,95602 / 95603,CDP,14011,52305
38164,28029,Spring Creek,Elko County,NV,Nevada,89815,CDP,14012,92513
13118,41592,Falls Church,Falls Church city,VA,Virginia,22040 / 22041 / 22042 / 22043 / 22044 / 22046,City,14014,120522
13848,13812,Fort Campbell North,Christian County,KY,Kentucky,42223,CDP,14015,37941
13865,28698,Fort Drum,Jefferson County,NY,New York,13602 / 13603 / 13612 / 13637,CDP,14057,41966
36721,29787,Shawangunk,Ulster County,NY,New York,12525 / 12566 / 12588 / 12589,Town,14063,82861
35509,27308,Saddle Brook,Bergen County,NJ,New Jersey,07662 / 07663,Township,14069,80543
28130,29313,Nesconset,Suffolk County,NY,New York,11767 / 11780 / 11787,CDP,14080,117946
11409,34603,East Norriton,Montgomery County,PA,Pennsylvania,19401 / 19403,Township,14080,78974
7390,43318,Chippewa Falls,Chippewa County,WI,Wisconsin,54729 / 54774,City,14084,38063
44590,32655,Willowick,Lake County,OH,Ohio,44092 / 44095,City,14087,51352
43124,5820,Waycross,Pierce County / Ware County,GA,Georgia,31501 / 31502 / 31503 / 31516,City,14089,25082
5996,7613,Canton,Fulton County,IL,Illinois,61520,City,14094,37643
838,30223,American,Allen County,OH,Ohio,45801 / 45805 / 45807,Township,14095,52807
13916,541,Fort Payne,DeKalb County,AL,Alabama,35967 / 35968 / 35984,City,14099,38833
25647,23373,Mebane,Alamance County / Orange County,NC,North Carolina,27302,City,14117,54430
10283,37287,Dentsville,Richland County,SC,South Carolina,29203 / 29206 / 29223,CDP,14122,37106
4851,15248,Brooklyn Park,Anne Arundel County,MD,Maryland,21225,CDP,14136,59343
42891,32555,Washington Court House,Fayette County,OH,Ohio,43160,City,14144,35905
34814,29675,Rocky Point,Suffolk County,NY,New York,11764 / 11778 / 11789 / 11961,CDP,14145,91661
28302,31710,New Franklin,Summit County,OH,Ohio,44203 / 44216 / 44319 / 44614,City,14149,67142
33738,3046,Red Bluff,Tehama County,CA,California,96080,City,14158,31239
24636,29172,Manorville,Suffolk County,NY,New York,11949 / 11955 / 11967,CDP,14169,104519
18009,35060,Hershey,Dauphin County,PA,Pennsylvania,17033 / 17036 / 17078,CDP,14172,54360
12865,5427,Fairburn,Fulton County,GA,Georgia,30213 / 30268 / 30291,City,14182,41841
39671,29912,Sweden,Monroe County,NY,New York,14416 / 14420 / 14428 / 14430 / 14559,Town,14184,49876
16311,28810,Greenlawn,Suffolk County,NY,New York,11721 / 11740 / 11743,CDP,14189,86563
43123,23653,Waxhaw,Union County,NC,North Carolina,28112 / 28173,Town,14194,84294
18183,26996,Highland Park,Middlesex County,NJ,New Jersey,8904,Borough,14195,68837
43750,42956,West Richland,Benton County,WA,Washington,99320 / 99353,City,14198,82795
29050,4088,North Branford,New Haven County,CT,Connecticut,06471 / 06472,Town,14198,84697
16248,43707,Greendale,Milwaukee County,WI,Wisconsin,53129 / 53132,Village,14211,63349
25172,14900,Mashpee,Barnstable County,MA,Massachusetts,02542 / 02649,Town,14223,70313
44153,42959,White Center,King County,WA,Washington,98106 / 98126 / 98146 / 98168,CDP,14228,43516
3127,37224,Berea,Greenville County,SC,South Carolina,29611 / 29617,CDP,14230,31148
6525,37253,Cayce,Lexington County / Richland County,SC,South Carolina,29033 / 29170 / 29172 / 29201 / 29209,City,14233,43452
11351,41571,East Highland Park,Henrico County,VA,Virginia,23222 / 23223,CDP,14235,46943
7308,7704,Chicago Ridge,Cook County,IL,Illinois,60415 / 60453,Village,14236,45458
32604,29577,Pomfret,Chautauqua County,NY,New York,14048 / 14063 / 14166 / 14716 / 14718 / 14752 / 14784,Town,14244,49186
2504,28178,Beacon,Dutchess County,NY,New York,12508,City,14271,65305
1095,7290,Antioch,Lake County,IL,Illinois,60002,Village,14274,76012
38414,5065,St. Augustine,St. Johns County,FL,Florida,32080 / 32084 / 32085 / 32086 / 32092 / 32095,City,14280,42958
12778,5855,Ewa Beach,Honolulu County,HI,Hawaii,96706,CDP,14291,77674
36538,29782,Setauket-East Setauket,Suffolk County,NY,New York,11733 / 11776 / 11777 / 11790,CDP,14293,125370
11961,4511,Elfers,Pasco County,FL,Florida,34652 / 34653 / 34680 / 34690,CDP,14301,32548
27799,23411,Murraysville,New Hanover County,NC,North Carolina,28405 / 28411,CDP,14305,59993
6290,21074,Carthage,Jasper County,MO,Missouri,64836,City,14309,34678
10511,2300,Discovery Bay,Contra Costa County,CA,California,94505 / 94513,CDP,14315,106529
18027,39976,Hewitt,McLennan County,TX,Texas,76643 / 76655 / 76712,City,14322,70348
15386,28773,Glens Falls,Warren County,NY,New York,12801 / 12804 / 12820,City,14328,45395
17617,7092,Hayden,Kootenai County,ID,Idaho,83815 / 83835 / 83858,City,14344,56386
26341,2806,Mill Valley,Marin County,CA,California,94941 / 94942,City,14350,143005
34475,29667,Riverhead,Suffolk County,NY,New York,11901 / 11970,CDP,14354,52876
30954,1739,Paradise Valley,Maricopa County,AZ,Arizona,85250 / 85253,Town,14355,151184
5231,5300,Buford,Gwinnett County / Hall County,GA,Georgia,30515 / 30518 / 30519 / 30542,City,14356,47354
27609,13980,Mount Washington,Bullitt County,KY,Kentucky,40047 / 40165,City,14360,62030
27394,5609,Moultrie,Colquitt County,GA,Georgia,31768 / 31771 / 31776 / 31788,City,14361,25181
16754,5863,Halawa,Honolulu County,HI,Hawaii,96701 / 96818 / 96861,CDP,14363,91779
12444,4514,Englewood,Charlotte County / Sarasota County,FL,Florida,34223 / 34224 / 34295,CDP,14366,42500
23102,8640,Lindenhurst,Lake County,IL,Illinois,60046,Village,14372,85625
3968,995,Blytheville,Mississippi County,AR,Arkansas,72315 / 72316,City,14375,32958
18703,27010,Hopatcong,Sussex County,NJ,New Jersey,07821 / 07837 / 07843 / 07874,Borough,14384,76875
2729,28183,Beekman,Dutchess County,NY,New York,12531 / 12533 / 12540 / 12564 / 12570 / 12582,Town,14385,95110
19921,8458,Jarvis,Madison County,IL,Illinois,62234 / 62281 / 62294,Township,14390,78615
30018,4884,Oldsmar,Pinellas County,FL,Florida,34677 / 34685,City,14397,53409
38263,27353,Springdale,Camden County,NJ,New Jersey,08003 / 08034,CDP,14402,123088
10910,30762,Duchouquet,Auglaize County,OH,Ohio,45806 / 45884 / 45895,Township,14409,47684
2684,14678,Bedford,Middlesex County,MA,Massachusetts,01730 / 01731,Town,14411,113729
4605,30420,Bridgetown,Hamilton County,OH,Ohio,45211 / 45233 / 45238 / 45248,CDP,14412,59780
16424,22354,Greenwood,Leflore County,MS,Mississippi,38930 / 38935 / 38941 / 38954,City,14415,26550
23234,27073,Little Falls,Passaic County,NJ,New Jersey,7424,Township,14423,73256
16936,26973,Hammonton,Atlantic County,NJ,New Jersey,8037,Town,14428,62798
16342,34942,Greensburg,Westmoreland County,PA,Pennsylvania,15601 / 15605 / 15606 / 15619 / 15624 / 15633 / 15635 / 15662 / 15691,City,14430,36316
26051,4812,Miami Springs,Miami-Dade County,FL,Florida,33142 / 33166,City,14431,53688
27129,27147,Moorestown-Lenola,Burlington County,NJ,New Jersey,8057,CDP,14436,101886
10837,5396,Druid Hills,DeKalb County,GA,Georgia,30030 / 30033 / 30306 / 30307 / 30322 / 30329 / 30333,CDP,14439,87912
